Track Name,Artist,Streams,Date,code,name
History,Olivia Holt,274781,4/1/17,us,United States
Slippery (feat. Gucci Mane),Migos,274752,4/3/17,us,United States
Moves,Big Sean,274734,5/26/17,us,United States
Sacrifices,Drake,274723,4/20/17,us,United States
No Role Modelz,J. Cole,274716,2/2/17,us,United States
September Song,JP Cooper,274708,4/18/17,us,United States
Water,Ugly God,274698,1/10/17,us,United States
Treat You Better,Shawn Mendes,274582,1/10/17,us,United States
Light,San Holo,274582,2/4/17,us,United States
No Promises (feat. Demi Lovato),Cheat Codes,274574,7/13/17,us,United States
Low Life (feat. The Weeknd),Future,274573,4/13/17,us,United States
Rent Money,Future,274543,3/6/17,us,United States
Money Longer,Lil Uzi Vert,274538,5/28/17,us,United States
Free Smoke,Drake,274507,5/4/17,us,United States
Cold Water (feat. Justin Bieber & MØ),Major Lazer,274484,1/28/17,us,United States
First Day Out,Tee Grizzley,274478,5/10/17,us,United States
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,274464,3/11/17,us,United States
You Was Right,Lil Uzi Vert,274350,3/28/17,us,United States
Water,Ugly God,274284,3/3/17,us,United States
Black Beatles,Rae Sremmurd,274283,4/18/17,us,United States
No Role Modelz,J. Cole,274241,2/17/17,us,United States
24K Magic,Bruno Mars,274213,5/4/17,us,United States
goosebumps,Travis Scott,274207,1/10/17,us,United States
Needed Me,Rihanna,274206,2/4/17,us,United States
Chanel,Frank Ocean,274192,3/24/17,us,United States
Outlet,Desiigner,274157,2/17/17,us,United States
Get Right Witcha,Migos,274100,2/17/17,us,United States
Cake - Challenge Version,Flo Rida,274092,2/16/17,us,United States
Starboy,The Weeknd,274070,7/15/17,us,United States
Met Gala (feat. Offset),Gucci Mane,274065,7/13/17,us,United States
Side To Side,Ariana Grande,274061,3/4/17,us,United States
Galway Girl,Ed Sheeran,274040,5/8/17,us,United States
Nights With You,MØ,274023,6/21/17,us,United States
No Frauds,Nicki Minaj,274010,3/26/17,us,United States
History,Olivia Holt,274009,3/29/17,us,United States
Controlla,Drake,273964,2/2/17,us,United States
Perfect Places,Lorde,273954,6/22/17,us,United States
No Role Modelz,J. Cole,273918,3/24/17,us,United States
Selfish,PnB Rock,273906,3/29/17,us,United States
Mos Definitely,Logic,273900,5/8/17,us,United States
Panda,Desiigner,273882,1/27/17,us,United States
Nights With You,MØ,273808,5/25/17,us,United States
Too Good,Drake,273791,2/1/17,us,United States
Jump Out The Window,Big Sean,273777,2/12/17,us,United States
Outta Time,Future,273746,2/18/17,us,United States
Sunset Lover,Petit Biscuit,273700,1/10/17,us,United States
Sooner Or Later,Aaron Carter,273677,3/24/17,us,United States
Too Many Years,Kodak Black,273647,1/30/17,us,United States
First Day Out,Tee Grizzley,273644,5/25/17,us,United States
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,273642,5/5/17,us,United States
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,273631,6/22/17,us,United States
Too Many Years,Kodak Black,273628,2/18/17,us,United States
Let Me Love You,DJ Snake,273615,2/14/17,us,United States
Solo Dance,Martin Jensen,273614,2/15/17,us,United States
History,Olivia Holt,273610,3/30/17,us,United States
Free Smoke,Drake,273599,5/5/17,us,United States
You Was Right,Lil Uzi Vert,273578,5/6/17,us,United States
Caroline,Aminé,273571,6/3/17,us,United States
Sober,Lorde,273540,6/18/17,us,United States
Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,273534,4/17/17,us,United States
One Dance,Drake,273522,5/28/17,us,United States
Money Longer,Lil Uzi Vert,273512,1/12/17,us,United States
ELEMENT.,Kendrick Lamar,273462,7/9/17,us,United States
Comin Out Strong (feat. The Weeknd),Future,273451,3/27/17,us,United States
Bad At Love,Halsey,273433,6/3/17,us,United States
Peek A Boo,Lil Yachty,273404,5/5/17,us,United States
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,273401,4/1/17,us,United States
First Day Out,Tee Grizzley,273391,4/14/17,us,United States
Good Drank,2 Chainz,273372,3/9/17,us,United States
Met Gala (feat. Offset),Gucci Mane,273362,7/11/17,us,United States
Cake - Challenge Version,Flo Rida,273358,2/17/17,us,United States
Controlla,Drake,273351,2/17/17,us,United States
You Was Right,Lil Uzi Vert,273347,3/5/17,us,United States
Jump Out The Window,Big Sean,273325,2/16/17,us,United States
pick up the phone,Young Thug,273295,5/10/17,us,United States
Water,Ugly God,273285,2/14/17,us,United States
Hurricane,Luke Combs,273276,5/26/17,us,United States
Six Feet Under,The Weeknd,273265,2/17/17,us,United States
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,273238,5/4/17,us,United States
First Day Out,Tee Grizzley,273236,6/1/17,us,United States
No Frauds,Nicki Minaj,273234,4/1/17,us,United States
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,273232,2/27/17,us,United States
Controlla,Drake,273215,2/1/17,us,United States
Relationship (feat. Future),Young Thug,273188,6/23/17,us,United States
In the Name of Love,Martin Garrix,273144,3/10/17,us,United States
Neighbors,J. Cole,273142,7/11/17,us,United States
White Iverson,Post Malone,273064,3/5/17,us,United States
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,273024,7/16/17,us,United States
Used to This (feat. Drake),Future,273008,1/4/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,272985,4/16/17,us,United States
Panda,Desiigner,272973,1/10/17,us,United States
Starving,Hailee Steinfeld,272972,3/31/17,us,United States
Water,Ugly God,272950,1/30/17,us,United States
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,272832,5/11/17,us,United States
First Day Out,Tee Grizzley,272805,5/9/17,us,United States
Used to This (feat. Drake),Future,272739,2/12/17,us,United States
The Other,Lauv,272734,3/7/17,us,United States
Sunset Lover,Petit Biscuit,272700,2/27/17,us,United States
pick up the phone,Young Thug,272692,6/16/17,us,United States
Scars To Your Beautiful,Alessia Cara,272683,1/30/17,us,United States
Walking The Wire,Imagine Dragons,272631,6/24/17,us,United States
First Day Out,Tee Grizzley,272614,7/15/17,us,United States
Peek A Boo,Lil Yachty,272602,5/12/17,us,United States
Whatever It Takes,Imagine Dragons,272595,7/7/17,us,United States
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,272550,3/5/17,us,United States
Don't Leave,Snakehips,272509,3/25/17,us,United States
No Role Modelz,J. Cole,272493,2/1/17,us,United States
Money Longer,Lil Uzi Vert,272470,2/1/17,us,United States
Sidewalks,The Weeknd,272464,1/28/17,us,United States
First Day Out,Tee Grizzley,272461,7/11/17,us,United States
Bad Things (with Camila Cabello),Machine Gun Kelly,272428,4/1/17,us,United States
Water Under the Bridge,Adele,272415,3/6/17,us,United States
Panda,Desiigner,272352,2/4/17,us,United States
Rolex,Ayo & Teo,272347,7/13/17,us,United States
One Dance,Drake,272339,6/23/17,us,United States
pick up the phone,Young Thug,272323,5/4/17,us,United States
Sunset Lover,Petit Biscuit,272319,1/5/17,us,United States
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,272306,5/29/17,us,United States
Too Good,Drake,272296,1/29/17,us,United States
You Was Right,Lil Uzi Vert,272277,4/15/17,us,United States
The Mack,Nevada,272236,1/6/17,us,United States
Needed Me,Rihanna,272208,1/8/17,us,United States
Shining (feat. Beyoncé & Jay-Z),DJ Khaled,272192,6/24/17,us,United States
Met Gala (feat. Offset),Gucci Mane,272137,7/6/17,us,United States
Setting Fires,The Chainsmokers,272131,1/27/17,us,United States
White Iverson,Post Malone,272107,3/27/17,us,United States
More Than You Know,Axwell /\ Ingrosso,272046,6/17/17,us,United States
Don't Let Me Down (feat. Daya),The Chainsmokers,272045,1/11/17,us,United States
You Was Right,Lil Uzi Vert,272037,3/26/17,us,United States
Break Up Every Night,The Chainsmokers,272018,5/8/17,us,United States
Too Good,Drake,272007,1/31/17,us,United States
Liability,Lorde,271992,3/11/17,us,United States
Good Drank,2 Chainz,271991,6/24/17,us,United States
Let Me Love You,DJ Snake,271972,2/12/17,us,United States
Money Longer,Lil Uzi Vert,271959,5/10/17,us,United States
From The D To The A (feat. Lil Yachty),Tee Grizzley,271953,5/26/17,us,United States
Panda,Desiigner,271950,1/7/17,us,United States
Up,NAV,271946,6/20/17,us,United States
Castle on the Hill,Ed Sheeran,271919,4/21/17,us,United States
Black Beatles,Rae Sremmurd,271859,4/17/17,us,United States
Low Life (feat. The Weeknd),Future,271849,3/5/17,us,United States
Low Life (feat. The Weeknd),Future,271826,1/5/17,us,United States
OOOUUU,Young M.A,271824,1/27/17,us,United States
White Iverson,Post Malone,271816,4/13/17,us,United States
Touch,Little Mix,271815,4/13/17,us,United States
Money Longer,Lil Uzi Vert,271814,5/29/17,us,United States
Low Life (feat. The Weeknd),Future,271800,1/28/17,us,United States
Used to This (feat. Drake),Future,271786,1/7/17,us,United States
Draco,Future,271779,3/10/17,us,United States
White Iverson,Post Malone,271737,4/20/17,us,United States
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,271735,6/23/17,us,United States
Low Life (feat. The Weeknd),Future,271708,1/11/17,us,United States
Both (feat. Drake),Gucci Mane,271693,5/5/17,us,United States
Nights With You,MØ,271671,5/26/17,us,United States
Sunset Lover,Petit Biscuit,271586,2/14/17,us,United States
Sunset Lover,Petit Biscuit,271578,3/9/17,us,United States
The Other,Lauv,271571,3/3/17,us,United States
X (feat. Future),21 Savage,271537,5/27/17,us,United States
History,Olivia Holt,271474,4/21/17,us,United States
All Night,The Vamps,271467,1/6/17,us,United States
You Was Right,Lil Uzi Vert,271448,5/29/17,us,United States
Sooner Or Later,Aaron Carter,271447,3/6/17,us,United States
Felices los 4,Maluma,271445,7/7/17,us,United States
Starving,Hailee Steinfeld,271396,3/6/17,us,United States
Oceans Away,A R I Z O N A,271343,3/9/17,us,United States
Sunset Lover,Petit Biscuit,271326,3/10/17,us,United States
No Role Modelz,J. Cole,271320,1/31/17,us,United States
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,271293,7/14/17,us,United States
The Heart Part 4,Kendrick Lamar,271239,4/15/17,us,United States
BLOOD.,Kendrick Lamar,271221,5/6/17,us,United States
Cold,Maroon 5,271210,2/16/17,us,United States
Up,NAV,271176,5/27/17,us,United States
Sacrifices,Drake,271171,4/19/17,us,United States
White Iverson,Post Malone,271164,5/5/17,us,United States
Hurricane,Luke Combs,271155,6/15/17,us,United States
Light,San Holo,271148,2/17/17,us,United States
Controlla,Drake,271130,1/29/17,us,United States
No Role Modelz,J. Cole,271105,1/28/17,us,United States
GOOD MORNING AMERIKKKA,Joey Bada$$,271088,4/7/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,270990,7/8/17,us,United States
Rose-Colored Boy,Paramore,270984,5/12/17,us,United States
September Song,JP Cooper,270915,4/8/17,us,United States
Erase Your Social,Lil Uzi Vert,270886,1/28/17,us,United States
No Vacancy,OneRepublic,270881,5/27/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,270874,4/8/17,us,United States
Controlla,Drake,270844,1/31/17,us,United States
Selfish,PnB Rock,270833,3/31/17,us,United States
Gassed Up,Nebu Kiniza,270826,2/3/17,us,United States
Low Life (feat. The Weeknd),Future,270795,4/1/17,us,United States
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,270754,5/10/17,us,United States
Photograph,Ed Sheeran,270750,2/14/17,us,United States
Both (feat. Drake),Gucci Mane,270684,4/19/17,us,United States
Mama,Jonas Blue,270661,5/25/17,us,United States
The Other,Lauv,270633,2/16/17,us,United States
Chained To The Rhythm,Katy Perry,270630,4/8/17,us,United States
You Was Right,Lil Uzi Vert,270627,5/25/17,us,United States
Paris,The Chainsmokers,270618,6/16/17,us,United States
Your Song,Rita Ora,270602,7/7/17,us,United States
Caroline,Aminé,270582,5/24/17,us,United States
Erase Your Social,Lil Uzi Vert,270581,1/27/17,us,United States
Bon Appétit,Katy Perry,270562,5/6/17,us,United States
ELEMENT.,Kendrick Lamar,270562,7/16/17,us,United States
Black Beatles,Rae Sremmurd,270554,5/5/17,us,United States
Don't Leave,Snakehips,270548,1/10/17,us,United States
Liability,Lorde,270538,6/20/17,us,United States
Sunset Lover,Petit Biscuit,270487,2/4/17,us,United States
You Was Right,Lil Uzi Vert,270480,4/19/17,us,United States
Neighbors,J. Cole,270465,7/12/17,us,United States
September Song,JP Cooper,270440,4/20/17,us,United States
Low Life (feat. The Weeknd),Future,270425,1/6/17,us,United States
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,270295,4/14/17,us,United States
Some Way,NAV,270294,3/8/17,us,United States
Panda,Desiigner,270256,1/4/17,us,United States
I Feel It Coming,The Weeknd,270248,5/28/17,us,United States
All Night (feat. Knox Fortune),Chance the Rapper,270221,4/19/17,us,United States
Down,Fifth Harmony,270219,7/8/17,us,United States
Sidewalks,The Weeknd,270202,1/30/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,270177,4/7/17,us,United States
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,270175,5/28/17,us,United States
pick up the phone,Young Thug,270154,4/20/17,us,United States
No Long Talk,Drake,270101,4/13/17,us,United States
Starving,Hailee Steinfeld,270090,3/28/17,us,United States
To the Max (feat. Drake),DJ Khaled,270089,6/22/17,us,United States
Low Life (feat. The Weeknd),Future,270083,1/31/17,us,United States
Both (feat. Drake),Gucci Mane,270077,4/18/17,us,United States
America,Logic,270069,5/10/17,us,United States
History,Olivia Holt,270021,1/27/17,us,United States
Brown Paper Bag,Migos,270001,1/29/17,us,United States
Galway Girl,Ed Sheeran,269960,5/9/17,us,United States
Down,Marian Hill,269957,4/3/17,us,United States
Wyclef Jean,Young Thug,269903,2/4/17,us,United States
Rolex,Ayo & Teo,269881,7/11/17,us,United States
Sooner Or Later,Aaron Carter,269881,3/7/17,us,United States
Wyclef Jean,Young Thug,269854,2/3/17,us,United States
Go Flex,Post Malone,269840,5/10/17,us,United States
Water Under the Bridge,Adele,269830,1/31/17,us,United States
Sooner Or Later,Aaron Carter,269797,2/15/17,us,United States
"On Everything (feat. Travis Scott, Rick Ross & Big Sean)",DJ Khaled,269767,6/24/17,us,United States
Low Life (feat. The Weeknd),Future,269732,4/14/17,us,United States
No Role Modelz,J. Cole,269724,3/31/17,us,United States
Needed Me,Rihanna,269711,2/13/17,us,United States
Money Longer,Lil Uzi Vert,269708,6/3/17,us,United States
Make Me (Cry),Noah Cyrus,269695,1/6/17,us,United States
Low Life (feat. The Weeknd),Future,269643,4/8/17,us,United States
New Man,Ed Sheeran,269578,3/27/17,us,United States
Congratulations - Remix,Post Malone,269527,6/17/17,us,United States
Starboy,The Weeknd,269527,7/7/17,us,United States
Solo Dance,Martin Jensen,269518,2/27/17,us,United States
The One,The Chainsmokers,269515,5/24/17,us,United States
Don't Leave,Snakehips,269507,3/12/17,us,United States
Water Under the Bridge,Adele,269412,2/2/17,us,United States
Bad Things (with Camila Cabello),Machine Gun Kelly,269406,3/26/17,us,United States
My Collection,Future,269397,2/27/17,us,United States
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,269377,1/6/17,us,United States
I Feel It Coming,The Weeknd,269372,6/16/17,us,United States
Obsession (feat. Jon Bellion),Vice,269358,4/17/17,us,United States
Water Under the Bridge,Adele,269346,3/10/17,us,United States
Too Good,Drake,269328,2/12/17,us,United States
I Feel It Coming,The Weeknd,269311,5/29/17,us,United States
"RING THE ALARM (feat. Nyck Caution, Kirk Knight & Meechy Darko)",Joey Bada$$,269298,4/7/17,us,United States
Green Light,Lorde,269290,6/23/17,us,United States
Treat You Better,Shawn Mendes,269285,1/12/17,us,United States
Supercut,Lorde,269270,6/18/17,us,United States
pick up the phone,Young Thug,269266,5/9/17,us,United States
"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,269248,3/10/17,us,United States
Sunset Lover,Petit Biscuit,269247,2/13/17,us,United States
History,Olivia Holt,269232,4/18/17,us,United States
First Day Out,Tee Grizzley,269222,5/6/17,us,United States
Gassed Up,Nebu Kiniza,269222,1/27/17,us,United States
Ice Melts,Drake,269173,4/14/17,us,United States
Rain Interlude,Bryson Tiller,269148,5/26/17,us,United States
Romantic - NOTD Remix,Stanaj,269124,2/18/17,us,United States
Used to This (feat. Drake),Future,269120,2/13/17,us,United States
Dive,Ed Sheeran,269097,4/3/17,us,United States
No Role Modelz,J. Cole,269089,1/6/17,us,United States
Paris,The Chainsmokers,269081,6/15/17,us,United States
Water,Ugly God,269049,3/4/17,us,United States
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,269042,3/25/17,us,United States
First Day Out,Tee Grizzley,269032,7/8/17,us,United States
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,269028,7/8/17,us,United States
Side To Side,Ariana Grande,269008,3/11/17,us,United States
No Role Modelz,J. Cole,268981,3/9/17,us,United States
Water Under the Bridge,Adele,268962,3/3/17,us,United States
Culture (feat. DJ Khaled),Migos,268956,1/30/17,us,United States
The Louvre,Lorde,268948,6/18/17,us,United States
Mercy,Shawn Mendes,268946,2/4/17,us,United States
Rolex,Ayo & Teo,268945,7/10/17,us,United States
Sooner Or Later,Aaron Carter,268926,3/31/17,us,United States
Stay Blessed,Bryson Tiller,268881,5/28/17,us,United States
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,268865,7/15/17,us,United States
Cold Water (feat. Justin Bieber & MØ),Major Lazer,268851,2/1/17,us,United States
Sooner Or Later,Aaron Carter,268846,3/3/17,us,United States
Happier,Ed Sheeran,268841,4/7/17,us,United States
First Day Out,Tee Grizzley,268839,4/21/17,us,United States
Lose You,Drake,268832,4/1/17,us,United States
Love Me Now,John Legend,268819,2/13/17,us,United States
Sacrifices,Drake,268819,4/17/17,us,United States
First Day Out,Tee Grizzley,268808,7/12/17,us,United States
Down,Marian Hill,268797,4/1/17,us,United States
No Heart,21 Savage,268784,4/3/17,us,United States
You Was Right,Lil Uzi Vert,268665,5/8/17,us,United States
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,268622,4/21/17,us,United States
One Dance,Drake,268616,5/29/17,us,United States
Peek A Boo,Lil Yachty,268608,4/16/17,us,United States
Let Me Love You,DJ Snake,268579,2/13/17,us,United States
24K Magic,Bruno Mars,268572,5/11/17,us,United States
Can't Have Everything,Drake,268567,4/7/17,us,United States
PRBLMS,6LACK,268526,5/5/17,us,United States
24K Magic,Bruno Mars,268517,6/3/17,us,United States
White Iverson,Post Malone,268501,4/8/17,us,United States
Craving You,Thomas Rhett,268492,7/16/17,us,United States
All We Know,The Chainsmokers,268472,2/2/17,us,United States
Sidewalks,The Weeknd,268463,2/4/17,us,United States
White Iverson,Post Malone,268460,1/27/17,us,United States
Fake Love,Drake,268446,7/9/17,us,United States
Save Myself,Ed Sheeran,268423,3/12/17,us,United States
No Promises (feat. Demi Lovato),Cheat Codes,268358,7/14/17,us,United States
Low Life (feat. The Weeknd),Future,268343,3/28/17,us,United States
Relationship (feat. Future),Young Thug,268333,6/18/17,us,United States
Good Life (with G-Eazy & Kehlani),G-Eazy,268275,5/28/17,us,United States
Neighbors,J. Cole,268233,2/3/17,us,United States
Your Song,Rita Ora,268231,7/6/17,us,United States
Craving You,Thomas Rhett,268230,3/31/17,us,United States
Now and Later,Sage The Gemini,268221,2/16/17,us,United States
goosebumps,Travis Scott,268150,1/5/17,us,United States
Sunset Lover,Petit Biscuit,268147,3/11/17,us,United States
Slippery (feat. Gucci Mane),Migos,268144,4/19/17,us,United States
White Iverson,Post Malone,268130,5/4/17,us,United States
We Both Know,Bryson Tiller,268088,5/27/17,us,United States
Sweet Creature,Harry Styles,268075,5/26/17,us,United States
September Song,JP Cooper,268003,4/19/17,us,United States
You Was Right,Lil Uzi Vert,267986,5/4/17,us,United States
Don't Leave,Snakehips,267981,1/29/17,us,United States
Both (feat. Drake & Lil Wayne) - Remix,Gucci Mane,267953,5/11/17,us,United States
Wyclef Jean,Young Thug,267926,2/17/17,us,United States
Treat You Better,Shawn Mendes,267916,1/6/17,us,United States
Starboy,The Weeknd,267893,6/18/17,us,United States
New Rules,Dua Lipa,267868,7/15/17,us,United States
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,267865,3/6/17,us,United States
Low Life (feat. The Weeknd),Future,267843,5/5/17,us,United States
The Other,Lauv,267827,3/8/17,us,United States
Peek A Boo,Lil Yachty,267804,5/9/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,267797,6/23/17,us,United States
Selfish,PnB Rock,267759,3/25/17,us,United States
Slippery (feat. Gucci Mane),Migos,267736,4/2/17,us,United States
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,267715,5/12/17,us,United States
Low Life (feat. The Weeknd),Future,267651,1/10/17,us,United States
No Role Modelz,J. Cole,267627,3/11/17,us,United States
Black Beatles,Rae Sremmurd,267624,5/12/17,us,United States
Oceans Away,A R I Z O N A,267613,3/10/17,us,United States
pick up the phone,Young Thug,267590,4/19/17,us,United States
First Day Out,Tee Grizzley,267575,6/3/17,us,United States
Water,Ugly God,267548,4/14/17,us,United States
Starving,Hailee Steinfeld,267547,4/14/17,us,United States
Go Flex,Post Malone,267507,5/11/17,us,United States
Galway Girl,Ed Sheeran,267486,5/10/17,us,United States
Money Longer,Lil Uzi Vert,267477,2/4/17,us,United States
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,267432,3/30/17,us,United States
Rent Money,Future,267426,3/11/17,us,United States
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,267419,1/12/17,us,United States
"How Far I'll Go - From ""Moana""",Alessia Cara,267418,4/18/17,us,United States
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,267406,4/3/17,us,United States
Panda,Desiigner,267391,1/11/17,us,United States
Get Right Witcha,Migos,267382,2/16/17,us,United States
No Role Modelz,J. Cole,267374,2/16/17,us,United States
Congratulations - Remix,Post Malone,267348,6/19/17,us,United States
Too Many Years,Kodak Black,267329,1/9/17,us,United States
Low Life (feat. The Weeknd),Future,267322,4/20/17,us,United States
Water Under the Bridge,Adele,267315,3/9/17,us,United States
Down,Fifth Harmony,267265,6/18/17,us,United States
Conscience (feat. Future),Kodak Black,267257,4/2/17,us,United States
Draco,Future,267222,3/9/17,us,United States
Water,Ugly God,267214,3/11/17,us,United States
You Was Right,Lil Uzi Vert,267185,6/3/17,us,United States
Myself,NAV,267184,5/11/17,us,United States
Bad At Love,Halsey,267157,6/17/17,us,United States
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,267148,1/5/17,us,United States
Water,Ugly God,267142,2/13/17,us,United States
Down,Fifth Harmony,267139,7/16/17,us,United States
Up,NAV,267072,6/19/17,us,United States
Draco,Future,267052,3/7/17,us,United States
Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,267028,4/14/17,us,United States
Love Me Now,John Legend,267025,2/14/17,us,United States
"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,267022,3/24/17,us,United States
Deja Vu,J. Cole,267016,3/24/17,us,United States
Touch,Little Mix,266942,4/17/17,us,United States
Too Good,Drake,266940,2/16/17,us,United States
Solo Dance,Martin Jensen,266934,4/8/17,us,United States
The Other,Lauv,266919,3/4/17,us,United States
Heathens,Twenty One Pilots,266905,3/9/17,us,United States
History,Olivia Holt,266904,3/25/17,us,United States
Myself,NAV,266891,5/12/17,us,United States
Met Gala (feat. Offset),Gucci Mane,266848,7/10/17,us,United States
No Role Modelz,J. Cole,266835,3/4/17,us,United States
Too Good,Drake,266799,2/18/17,us,United States
Erase Your Social,Lil Uzi Vert,266786,1/12/17,us,United States
Rolex,Ayo & Teo,266786,7/9/17,us,United States
No Favors,Big Sean,266784,3/24/17,us,United States
Galway Girl,Ed Sheeran,266772,5/11/17,us,United States
pick up the phone,Young Thug,266758,6/15/17,us,United States
All We Know,The Chainsmokers,266723,2/1/17,us,United States
Exchange,Bryson Tiller,266712,5/26/17,us,United States
White Iverson,Post Malone,266658,4/14/17,us,United States
Neighbors,J. Cole,266635,2/1/17,us,United States
"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,266629,4/13/17,us,United States
Needed Me,Rihanna,266615,2/17/17,us,United States
Losin Control,Russ,266597,3/12/17,us,United States
Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,266589,1/8/17,us,United States
September Song,JP Cooper,266574,3/9/17,us,United States
Neighbors,J. Cole,266574,1/31/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,266564,5/28/17,us,United States
goosebumps,Travis Scott,266559,1/9/17,us,United States
White Iverson,Post Malone,266537,2/13/17,us,United States
Draco,Future,266527,3/8/17,us,United States
Too Good,Drake,266523,2/17/17,us,United States
No Vacancy,OneRepublic,266509,6/20/17,us,United States
"How Far I'll Go - From ""Moana""",Alessia Cara,266502,4/20/17,us,United States
Green Light,Lorde,266492,5/5/17,us,United States
Get Right Witcha,Migos,266477,4/15/17,us,United States
Congratulations - Remix,Post Malone,266470,6/20/17,us,United States
Panda,Desiigner,266448,2/3/17,us,United States
Galway Girl,Ed Sheeran,266436,5/6/17,us,United States
Side To Side,Ariana Grande,266427,2/27/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,266408,5/29/17,us,United States
White Iverson,Post Malone,266387,6/17/17,us,United States
Sooner Or Later,Aaron Carter,266361,3/9/17,us,United States
No Role Modelz,J. Cole,266335,1/5/17,us,United States
Go Flex,Post Malone,266274,5/9/17,us,United States
Selfish,PnB Rock,266264,3/28/17,us,United States
Losin Control,Russ,266235,5/27/17,us,United States
The Other,Lauv,266235,3/11/17,us,United States
pick up the phone,Young Thug,266196,5/27/17,us,United States
PRBLMS,6LACK,266139,5/4/17,us,United States
Still Got Time (feat. PARTYNEXTDOOR),ZAYN,266098,5/24/17,us,United States
Cold Water (feat. Justin Bieber & MØ),Major Lazer,266074,2/2/17,us,United States
No Role Modelz,J. Cole,266069,2/18/17,us,United States
Immortal,J. Cole,266063,1/7/17,us,United States
To the Max (feat. Drake),DJ Khaled,266037,6/20/17,us,United States
No Role Modelz,J. Cole,266031,1/11/17,us,United States
No Frauds,Nicki Minaj,266024,4/3/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,266018,6/22/17,us,United States
"How Far I'll Go - From ""Moana""",Alessia Cara,266017,4/21/17,us,United States
History,Olivia Holt,265959,4/20/17,us,United States
You Was Right,Lil Uzi Vert,265943,4/18/17,us,United States
Needed Me,Rihanna,265903,1/30/17,us,United States
LAND OF THE FREE,Joey Bada$$,265900,4/7/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,265870,7/15/17,us,United States
Up,NAV,265852,6/21/17,us,United States
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,265851,5/9/17,us,United States
Change,J. Cole,265844,1/5/17,us,United States
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,265842,5/10/17,us,United States
BLOOD.,Kendrick Lamar,265815,5/9/17,us,United States
Feel It Still,Portugal. The Man,265805,7/16/17,us,United States
Felices los 4,Maluma,265778,7/11/17,us,United States
Some Way,NAV,265737,3/3/17,us,United States
Come and See Me (feat. Drake),PARTYNEXTDOOR,265712,2/13/17,us,United States
